Year,Player,GP,PPG,PTS,FGA,FG%,rFG%
2008,JJ Redick,34,0.6,22,26,42.3,-12.2
2015,Austin Daye,34,0.6,22,28,39.3,-14.2
2017,Jake Layman,35,0.6,20,21,47.6,-7.5
2008,Solomon Jones,35,0.6,22,23,47.8,-6.6
2003,Efthimios Rentzias,35,0.6,20,23,43.5,-9
2008,Salim Stoudamire,35,0.6,22,28,39.3,-15.2
2003,Bimbo Coles,35,0.6,22,38,28.9,-23.6
2015,Jordan Farmar,36,0.6,22,24,45.8,-7.7
2006,Luke Jackson,36,0.6,22,29,37.9,-15.9
2013,Jerry Stackhouse,37,0.6,22,23,47.8,-5.9
2009,Sean Singletary,37,0.6,24,25,48,-6.4
2001,Rafer Alston,37,0.6,24,26,46.2,-5.9
2019,Wesley Johnson,38,0.6,24,19,63.2,7.6
2014,Hedo Turkoglu,38,0.6,22,30,36.7,-17.4
1999,Bill Wennington,38,0.6,24,37,32.4,-19.4
2005,Moochie Norris,38,0.6,24,42,28.6,-24.5
2010,Mario West,39,0.6,24,18,66.7,11.3
2013,Kurt Thomas,39,0.6,22,19,57.9,4.2
2009,Jason Hart,39,0.6,24,31,38.7,-15.7
2016,Sergey Karasev,40,0.6,22,18,61.1,7.1
2004,Rick Brunson,40,0.6,22,25,44,-8
2022,Miles McBride,40,0.6,22,26,42.3,-14.3
2011,David Andersen,40,0.6,22,28,39.3,-15.2
2005,Anthony Peeler,40,0.6,24,29,41.4,-11.7
2005,Wesley Person,41,0.6,24,23,52.2,-0.9
2000,Brent Price,41,0.6,24,25,48,-5
2011,Chris Quinn,41,0.6,26,27,48.1,-6.3
2001,Mahmoud Abdul-Rauf,41,0.6,24,30,40,-12
2007,Orien Greene,41,0.6,26,32,40.6,-14.1
2017,Brian Roberts,41,0.6,24,37,32.4,-22.7
2003,Igor Rakocevic,42,0.6,26,22,59.1,6.6
2004,Jumaine Jones,42,0.6,24,27,44.4,-7.6
2014,Reggie Bullock,43,0.6,26,20,65,11
1999,Rusty LaRue,43,0.6,26,30,43.3,-8.5
2022,Gorgui Dieng,44,0.6,28,23,60.9,4.2
2005,Darvin Ham,47,0.6,28,27,51.9,-1.3
2015,Luke Ridnour,47,0.6,26,34,38.2,-15.3
1999,Jaren Jackson,47,0.6,30,38,39.5,-12.4
2006,Mike Wilks,47,0.6,26,39,33.3,-20.5
2018,Jared Dudley,48,0.6,30,27,55.6,0.2
2011,James Posey,49,0.6,28,20,70,15.5
1999,Jud Buechler,50,0.6,30,23,65.2,13.4
2022,Dylan Windler,50,0.6,32,28,57.1,0.5
2018,Luke Babbitt,50,0.6,28,28,50,-5.3
1998,Steve Kerr,50,0.6,32,28,57.1,3.8
2009,Tarence Kinsey,50,0.6,32,30,53.3,-1.1
2019,Dirk Nowitzki,51,0.6,32,32,50,-5.6
2006,Jason Kapono,51,0.6,32,32,50,-3.9
2011,Cartier Martin,52,0.6,32,31,51.6,-2.9
2004,Ryan Bowen,52,0.6,32,33,48.5,-3.5
2013,Royal Ivey,53,0.6,34,31,54.8,1.1
2012,Kurt Thomas,53,0.6,32,34,47.1,-6.4
2007,James Singleton,53,0.6,32,35,45.7,-9
2012,Matt Carroll,53,0.6,32,41,39,-14.4
2013,Mirza Teletovic,53,0.6,32,46,34.8,-18.9
2007,Brian Scalabrine,54,0.6,32,32,50,-4.8
2009,Matt Carroll,55,0.6,32,35,45.7,-8.7
2000,Pete Chilcutt,56,0.6,34,32,53.1,0.2
2004,Wesley Person,58,0.6,34,35,48.6,-3.4
2008,James Jones,58,0.6,34,38,44.7,-9.7
2003,Juaquin Hawkins,58,0.6,34,39,43.6,-8.9
2013,Mike Miller,59,0.6,36,32,56.3,2.5
2000,William Avery,59,0.6,38,53,35.8,-17.1
2007,Damon Jones,60,0.6,34,37,45.9,-8.8
2013,Kent Bazemore,61,0.6,34,34,50,-3.7
2016,Sasha Vujacic,61,0.6,34,38,44.7,-9.2
2014,Matt Bonner,61,0.6,38,41,46.3,-7.7
2002,Sean Rooks,61,0.6,38,43,44.2,-8.5
2004,Doug Overton,61,0.6,38,49,38.8,-13.2
2022,Danny Green,62,0.6,38,39,48.7,-7.9
2013,Anthony Tolliver,62,0.6,38,39,48.7,-5
2006,Darrell Armstrong,62,0.6,38,39,48.7,-5.2
2006,Scott Padgett,62,0.6,38,48,39.6,-14.3
1998,Reggie Geary,62,0.6,38,56,33.9,-19.4
2003,Fred Hoiberg,63,0.6,40,37,54.1,1.6
2009,JJ Redick,64,0.6,40,34,58.8,4.4
2014,Anthony Tolliver,64,0.6,40,36,55.6,1.5
2008,Mario West,64,0.6,40,42,47.6,-6.8
2002,Steve Kerr,65,0.6,38,36,52.8,0.1
1997,Steve Nash,65,0.6,42,58,36.2,-15.8
2000,Dennis Scott,66,0.6,38,43,44.2,-8.8
2017,Kyle Korver,67,0.6,40,34,58.8,3.7
1997,Brooks Thompson,67,0.6,38,56,33.9,-18.1
2015,Damjan Rudez,68,0.6,38,32,59.4,5.9
2005,Aaron McKie,68,0.6,38,36,52.8,-0.3
2010,Eddie House,68,0.6,38,41,46.3,-9.1
2006,Ryan Bowen,68,0.6,42,43,48.8,-5
2005,Eddie House,68,0.6,44,52,42.3,-10.8
2013,Roger Mason Jr.,69,0.6,42,56,37.5,-16.2
2019,Kyle Korver,70,0.6,44,35,62.9,7.3
2018,Quincy Acy,70,0.6,42,51,41.2,-14.1
2016,Rashad Vaughn,70,0.6,42,69,30.4,-23.5
2014,Kyle Korver,71,0.6,42,42,50,-4
2005,Pat Garrity,71,0.6,44,45,48.9,-4.2
2009,Royal Ivey,71,0.6,46,63,36.5,-17.9
2016,Anthony Tolliver,72,0.6,46,39,59,5
2003,Brian Shaw,72,0.6,46,61,37.7,-14.8
2018,Semi Ojeleye,73,0.6,42,49,42.9,-12.5
2015,Kyle Korver,75,0.6,42,43,48.8,-4.7
2005,James Jones,75,0.6,48,53,45.3,-7.8
2015,Channing Frye,75,0.6,42,55,38.2,-15.3
1997,Jud Buechler,76,0.6,48,48,50,-2
2010,Roger Mason Jr.,79,0.6,50,53,47.2,-8.2
2009,Sasha Vujacic,80,0.6,44,48,45.8,-8.6
2005,Rick Brunson,80,0.6,50,70,35.7,-17.4
2006,Damon Jones,82,0.6,46,46,50,-3.9
1997,Steve Kerr,82,0.6,48,46,52.2,0.2
2018,Darius Miller,82,0.6,52,50,52,-3.3
2002,Chris Whitney,82,0.6,52,70,37.1,-15.5
2022,Eugene Omoruyi,4,0.5,2,1,100,43.4
2017,Axel Toupane,4,0.5,2,1,100,44.8
2011,Morris Peterson,4,0.5,2,1,100,45.5
2009,James White,4,0.5,2,1,100,45.6
2008,Cheikh Samb,4,0.5,2,1,100,45.5
1998,Ed Stokes,4,0.5,2,1,100,46.7
1997,Jimmy Carruth,4,0.5,2,1,100,48
2022,Moses Wright,4,0.5,2,2,50,-6.6
2019,Troy Caupain,4,0.5,2,2,50,-5.6
2014,James Southerland,4,0.5,2,2,50,-4
2012,Blake Ahearn,4,0.5,2,2,50,-3.4
2004,Mark Pope,4,0.5,2,2,50,-2
2002,Matt Geiger,4,0.5,2,2,50,-2.6
1999,Makhtar N'diaye,4,0.5,2,2,50,-1.9
2020,Marial Shayok,4,0.5,2,3,33.3,-22.3
2004,Randy Livingston,4,0.5,2,3,33.3,-18.7
1999,Mark Pope,4,0.5,2,3,33.3,-18.5
2015,Patrick Christopher,4,0.5,2,4,25,-28.5
2001,Scott Burrell,4,0.5,2,4,25,-27
2001,Garth Joseph,4,0.5,2,4,25,-27
1998,Shea Seals,4,0.5,2,4,25,-28.3
2010,Mike James,4,0.5,2,5,20,-35.4
2021,Jalen Lecque,4,0.5,2,6,16.7,-39.4
2009,Andre Brown,4,0.5,2,6,16.7,-37.8
2021,Kris Dunn,4,0.5,2,8,12.5,-43.6
2005,Kedrick Brown,8,0.5,4,2,100,46.9
2017,Arinze Onuaku,8,0.5,4,3,66.7,11.5
2005,Tremaine Fowlkes,8,0.5,4,3,66.7,13.6
2004,Travis Outlaw,8,0.5,4,3,66.7,14.7
2021,Dakota Mathias,8,0.5,4,4,50,-6.1
2014,Jamaal Tinsley,8,0.5,4,4,50,-4
2009,Calvin Booth,8,0.5,4,4,50,-4.4
1998,Troy Hudson,8,0.5,4,4,50,-3.3
2003,Mikki Moore,8,0.5,4,5,40,-12.5
2015,Bruno Caboclo,8,0.5,4,6,33.3,-20.2
1998,Tim Kempton,8,0.5,4,6,33.3,-20
2021,Devin Cannady,8,0.5,4,7,28.6,-27.5
2019,Jawun Evans,8,0.5,4,7,28.6,-27
2000,Fred Vinson,8,0.5,4,7,28.6,-24.4
1997,Moochie Norris,8,0.5,4,7,28.6,-23.4
1997,Aleksandar Djordjevic,8,0.5,4,7,28.6,-23.4
2006,Earl Barron,8,0.5,4,8,25,-28.9
2014,Ricky Ledo,11,0.5,6,5,60,6
2009,Marcus Williams,11,0.5,6,6,50,-4.4
2014,Mike James,11,0.5,6,9,33.3,-20.7
2010,Kyle Weaver,12,0.5,6,4,75,19.6
2019,Jordan Loyd,12,0.5,6,6,50,-5.6
2011,Solomon Alabi,12,0.5,6,8,37.5,-17
2006,Noel Felix,12,0.5,6,8,37.5,-16.4
1998,Randy Livingston,12,0.5,6,9,33.3,-20
2009,Sonny Weems,12,0.5,6,10,30,-24.4
2002,Jeff Trepagnier,12,0.5,6,11,27.3,-25.4
2022,Marcus Garrett,12,0.5,6,15,20,-36.6
2005,Aleksandar Radojevic,12,0.5,6,15,20,-33.1
1997,Tom Chambers,12,0.5,6,20,15,-37
2008,Marcus Vinicius,13,0.5,6,4,75,20.5
2020,Michael Frazier II,13,0.5,6,6,50,-5.6
2013,Jarvis Varnado,13,0.5,6,7,42.9,-10.8
2014,Jared Cunningham,13,0.5,6,8,37.5,-16.5
2017,Alonzo Gee,13,0.5,6,9,33.3,-21.8
2007,Eddie Griffin,13,0.5,6,10,30,-24.8
2019,James Nunnally,15,0.5,8,7,57.1,1.6
2010,Tony Battie,15,0.5,8,7,57.1,1.7
2019,Milos Teodosic,15,0.5,8,8,50,-5.6
2021,Udoka Azubuike,15,0.5,8,9,44.4,-11.7
2002,Nick Anderson,15,0.5,8,9,44.4,-8.2
2002,Jerome Moiso,15,0.5,8,10,40,-12.6
2014,Allen Crabbe,15,0.5,8,11,36.4,-17.7
2008,Gabe Pruitt,15,0.5,8,11,36.4,-18.1
2019,Gary Trent Jr.,15,0.5,8,14,28.6,-27
2000,Drew Barry,16,0.5,8,4,100,47
2005,Luis Flores,16,0.5,8,10,40,-13.1
2019,Brandon Goodwin,16,0.5,8,13,30.8,-24.8
2012,Gilbert Arenas,17,0.5,8,7,57.1,3.7
2004,Ndudi Ebi,17,0.5,8,7,57.1,5.1
2020,Melvin Frazier,19,0.5,10,11,45.5,-10.2
2016,Anthony Bennett,19,0.5,10,11,45.5,-8.5
2015,Jared Cunningham,19,0.5,10,13,38.5,-15
2011,Willie Warren,19,0.5,10,14,35.7,-18.8
2005,Jared Reiner,19,0.5,10,16,31.3,-21.9
2006,Jon Barry,20,0.5,10,13,38.5,-15.4
2015,C.J. Wilcox,21,0.5,10,7,71.4,17.9
2021,Rodions Kurucs,21,0.5,10,9,55.6,-0.6
2014,Ognjen Kuzmic,21,0.5,10,9,55.6,1.5
2014,Julyan Stone,21,0.5,10,9,55.6,1.5
2005,Erik Daniels,21,0.5,10,10,50,-3.1
1997,Sedale Threatt,21,0.5,10,10,50,-2
2021,Nate Hinton,21,0.5,10,12,41.7,-14.4
2007,DJ Mbenga,21,0.5,10,13,38.5,-16.3
2010,Primoz Brezec,21,0.5,10,14,35.7,-19.7
2018,Cole Aldrich,21,0.5,10,15,33.3,-22
2002,Ike Austin,21,0.5,10,17,29.4,-23.2
2014,Sergey Karasev,22,0.5,10,6,83.3,29.3
2004,Eddie Gill,22,0.5,10,10,50,-2
2006,Terence Morris,22,0.5,12,11,54.5,0.7
2000,Mark West,22,0.5,10,11,45.5,-7.5
2017,AJ Hammons,22,0.5,10,14,35.7,-19.4
2019,Isaac Bonga,22,0.5,10,21,23.8,-31.7
2004,Rodney Buford,22,0.5,12,21,28.6,-23.4
2002,Alvin Jones,23,0.5,12,12,50,-2.6
2009,Randolph Morris,23,0.5,12,13,46.2,-8.3
1997,Randolph Childress,23,0.5,12,13,46.2,-5.9
2018,Ryan Arcidiacono,24,0.5,12,8,75,19.7
1999,Michael Hawkins,24,0.5,12,10,60,8.1
2018,John Holland,24,0.5,12,15,40,-15.3
2022,Denzel Valentine,24,0.5,12,16,37.5,-19.1
2001,Jerome Moiso,24,0.5,12,17,35.3,-16.7
2011,Royal Ivey,25,0.5,12,7,85.7,31.2
2010,Chris Quinn,25,0.5,12,11,54.5,-0.9
2017,Paul Pierce,25,0.5,12,13,46.2,-9
2017,Metta World Peace,25,0.5,12,13,46.2,-9
2009,Kareem Rush,25,0.5,12,13,46.2,-8.3
2009,Donyell Marshall,25,0.5,12,13,46.2,-8.3
2019,John Jenkins,26,0.5,14,11,63.6,8.1
2012,Lazar Hayward,26,0.5,12,12,50,-3.4
2011,James Anderson,26,0.5,12,20,30,-24.5
2005,Vin Baker,27,0.5,14,25,28,-25.1
2014,Solomon Hill,28,0.5,14,13,53.8,-0.2
2006,Dale Davis,28,0.5,14,14,50,-3.9
1998,Brooks Thompson,30,0.5,14,10,70,16.7
2016,Matt Bonner,30,0.5,14,12,58.3,4.3
2019,Jacob Evans,30,0.5,14,18,38.9,-16.7
2021,Sam Merrill,30,0.5,16,19,42.1,-14
2012,Yi Jianlian,30,0.5,14,20,35,-18.4
2009,Jacque Vaughn,30,0.5,14,33,21.2,-33.2
2008,Pat Garrity,31,0.5,14,13,53.8,-0.6
2014,Dionte Christmas,31,0.5,16,16,50,-4
2011,Sasha Pavlovic,31,0.5,16,16,50,-4.5
2007,Scott Padgett,31,0.5,14,16,43.8,-11
2022,Markus Howard,31,0.5,16,21,38.1,-18.5
2007,Darrick Martin,31,0.5,16,24,33.3,-21.4
1999,Joe Kleine,31,0.5,16,24,33.3,-18.5
2006,Howard Eisley,32,0.5,16,19,42.1,-11.8
2013,Jannero Pargo,32,0.5,16,22,36.4,-17.3
2004,Robert Archibald,32,0.5,16,27,29.6,-22.4
2007,Maurice Ager,32,0.5,16,29,27.6,-27.2
2016,Damjan Rudez,33,0.5,16,11,72.7,18.7
2015,Ekpe Udoh,33,0.5,18,17,52.9,-0.6
2008,Marco Belinelli,33,0.5,18,18,50,-4.5
2014,Joel Anthony,33,0.5,18,22,40.9,-13.1
2013,Derek Fisher,33,0.5,18,25,36,-17.7
2019,Jaylen Adams,34,0.5,18,27,33.3,-22.2
2005,Nikoloz Tskitishvili,35,0.5,16,20,40,-13.1
2005,Sasha Vujacic,35,0.5,18,29,31,-22.1
2016,RJ Hunter,36,0.5,18,17,52.9,-1
2003,Jiri Welsch,37,0.5,18,30,30,-22.5
1999,Joe Dumars,38,0.5,20,14,71.4,19.6
2021,Gary Clark,39,0.5,18,19,47.4,-8.7
2006,Darrick Martin,40,0.5,20,26,38.5,-15.4
1999,Matt Bullard,41,0.5,20,21,47.6,-4.2
2003,Grant Long,41,0.5,22,22,50,-2.5
2004,Jason Kapono,41,0.5,20,26,38.5,-13.6
2000,Dale Ellis,42,0.5,22,15,73.3,20.4
2007,JJ Redick,42,0.5,20,17,58.8,4.1
2019,Svi Mykhailiuk,42,0.5,22,30,36.7,-18.9
2012,AJ Price,44,0.5,24,34,35.3,-18.1
2009,Tyronn Lue,44,0.5,22,38,28.9,-25.5
1997,David Wood,46,0.5,24,16,75,23
1998,Keith Askins,46,0.5,22,18,61.1,7.8
1999,Pete Chilcutt,46,0.5,22,22,50,-1.9
2010,Michael Finley,46,0.5,22,26,42.3,-13.1
2013,Daniel Gibson,46,0.5,24,28,42.9,-10.8
1998,Joe Kleine,46,0.5,24,40,30,-23.3
2003,Michael Stewart,47,0.5,24,28,42.9,-9.6
2011,Rasual Butler,47,0.5,24,33,36.4,-18.1
2014,Rasual Butler,50,0.5,24,19,63.2,9.1
2008,Juwan Howard,50,0.5,26,39,33.3,-21.1
2010,Dominic McGuire,51,0.5,24,32,37.5,-17.9
2003,Chris Whitney,51,0.5,28,34,41.2,-11.3
2010,Quinton Ross,52,0.5,24,32,37.5,-17.9
2013,Darius Miller,52,0.5,28,34,41.2,-12.5
2014,Robbie Hummel,53,0.5,28,26,53.8,-0.2
2009,Mario West,53,0.5,26,28,46.4,-8
2012,Steve Blake,53,0.5,28,33,42.4,-11
2014,Doron Lamb,53,0.5,28,37,37.8,-16.2
2017,Nicolas Brussino,54,0.5,26,20,65,9.8
2009,Travis Diener,55,0.5,28,22,63.6,9.2
2016,Shabazz Napier,55,0.5,30,46,32.6,-21.4
2009,Brent Barry,56,0.5,28,30,46.7,-7.8
2004,Brandon Armstrong,56,0.5,28,31,45.2,-6.9
2000,Matt Bullard,56,0.5,28,41,34.1,-18.8
2006,Pat Garrity,57,0.5,30,33,45.5,-8.4
1998,Joe Wolf,57,0.5,26,34,38.2,-15.1
2000,Jud Buechler,58,0.5,30,24,62.5,9.5
2012,Troy Murphy,59,0.5,32,35,45.7,-7.7
2013,Charles Jenkins,59,0.5,28,38,36.8,-16.9
2001,Walter McCarty,60,0.5,28,26,53.8,1.8
2000,Greg Foster,60,0.5,28,29,48.3,-4.7
2003,Dan Langhi,60,0.5,32,40,40,-12.5
2001,Matt Bullard,61,0.5,30,23,65.2,13.2
2007,Daniel Ewing,61,0.5,28,37,37.8,-16.9
1997,Kevin Gamble,62,0.5,32,30,53.3,1.3
2009,Yakhouba Diawara,63,0.5,34,30,56.7,2.2
2000,Danny Ferry,63,0.5,30,35,42.9,-10.1
2021,Garrison Mathews,64,0.5,30,24,62.5,6.4
2009,Brian Cardinal,64,0.5,30,32,46.9,-7.6
2014,Pablo Prigioni,66,0.5,36,36,50,-4
2005,Ryan Bowen,66,0.5,34,40,42.5,-10.6
2008,Damon Jones,67,0.5,34,31,54.8,0.4
1998,Danny Ferry,69,0.5,34,33,51.5,-1.8
2005,Bryon Russell,70,0.5,38,45,42.2,-10.9
2001,Dell Curry,71,0.5,32,35,45.7,-6.3
2005,Walter McCarty,72,0.5,36,36,50,-3.1
2004,Bryon Russell,72,0.5,38,40,47.5,-4.5
2007,Sasha Vujacic,73,0.5,38,37,51.4,-3.4
1998,Jud Buechler,74,0.5,38,22,86.4,33
2013,Keith Bogans,74,0.5,36,26,69.2,15.5
2015,Caron Butler,78,0.5,38,40,47.5,-6
2009,Bruce Bowen,80,0.5,36,37,48.6,-5.8
2000,Charles Oakley,80,0.5,40,57,35.1,-17.9
2009,Eddie House,81,0.5,38,36,52.8,-1.7
2000,Jaren Jackson,81,0.5,42,47,44.7,-8.3
2014,Derek Fisher,81,0.5,38,52,36.5,-17.5
2006,Sasha Vujacic,82,0.5,40,54,37,-16.8
2021,Patrick McCaw,5,0.4,2,1,100,43.9
2022,McKinley Wright IV,5,0.4,2,1,100,43.4
2017,Demetrius Jackson,5,0.4,2,1,100,44.8
2017,John Lucas III,5,0.4,2,1,100,44.8
2014,Ryan Gomes,5,0.4,2,1,100,46
2012,Ryan Reid,5,0.4,2,1,100,46.6
2003,Brian Cardinal,5,0.4,2,1,100,47.5
2000,Sean Marks,5,0.4,2,1,100,47
1999,Miles Simon,5,0.4,2,1,100,48.1
2015,Alex Kirk,5,0.4,2,2,50,-3.5
2014,Damion James,5,0.4,2,2,50,-4
1998,Jeff Grayer,5,0.4,2,2,50,-3.3
2020,Chandler Parsons,5,0.4,2,3,33.3,-22.3
2020,Henry Ellenson,5,0.4,2,3,33.3,-22.3
2018,Vander Blue,5,0.4,2,3,33.3,-22
2016,Josh Huestis,5,0.4,2,3,33.3,-20.7
2015,Darius Miller,5,0.4,2,3,33.3,-20.2
2012,Darington Hobson,5,0.4,2,3,33.3,-20.1
2007,Randolph Morris,5,0.4,2,3,33.3,-21.4
2001,Raja Bell,5,0.4,2,3,33.3,-18.7
2000,Ben Davis,5,0.4,2,3,33.3,-19.6
2022,Carlik Jones,5,0.4,2,4,25,-31.6
2018,Marcus Paige,5,0.4,2,4,25,-30.3
2017,Marcus Georges-Hunt,5,0.4,2,4,25,-30.2
2017,Larry Sanders,5,0.4,2,4,25,-30.2
2006,Alex Acker,5,0.4,2,4,25,-28.9
2018,Nate Wolters,5,0.4,2,5,20,-35.3
2014,Arinze Onuaku,5,0.4,2,5,20,-34
2021,Andre Roberson,5,0.4,2,6,16.7,-39.4
2005,Awvee Storey,9,0.4,4,3,66.7,13.6
2016,Erick Green,9,0.4,4,4,50,-4
2001,Pervis Ellison,9,0.4,4,4,50,-2
2008,Morris Almond,9,0.4,4,5,40,-14.5
2008,Troy Hudson,9,0.4,4,6,33.3,-21.1
2005,Mark Pope,9,0.4,4,6,33.3,-19.8
1997,Elmer Bennett,9,0.4,4,6,33.3,-18.7
2017,Bruno Caboclo,9,0.4,4,7,28.6,-26.6
2003,Tito Maddox,9,0.4,4,7,28.6,-23.9
2020,Gabe Vincent,9,0.4,4,8,25,-30.6
1999,Rony Seikaly,9,0.4,4,11,18.2,-33.7
2022,Ryan Arcidiacono,10,0.4,4,2,100,43.4
2019,Quincy Acy,10,0.4,4,3,66.7,11.1
2020,Kevin Hervey,10,0.4,4,4,50,-5.6
2018,James Webb III,10,0.4,4,4,50,-5.3
2013,Kris Joseph,10,0.4,4,4,50,-3.7
2009,Linton Johnson,10,0.4,4,4,50,-4.4
2021,Vincent Poirier,10,0.4,4,6,33.3,-22.8
2020,Jordan Bone,10,0.4,4,6,33.3,-22.3
2020,Nigel Williams-Goss,10,0.4,4,7,28.6,-27.1
2018,Mirza Teletovic,10,0.4,4,7,28.6,-26.8
2018,Larry Drew II,10,0.4,4,7,28.6,-26.8
2015,Victor Claver,10,0.4,4,7,28.6,-24.9
2021,Karim Mane,10,0.4,4,11,18.2,-37.9
2019,Thomas Welsh,11,0.4,4,2,100,44.4
2007,Eric Piatkowski,11,0.4,4,3,66.7,11.9
2019,Tyler Cavanaugh,11,0.4,4,5,40,-15.6
2019,Marcus Derrickson,11,0.4,4,5,40,-15.6
2014,Solomon Jones,11,0.4,4,7,28.6,-25.5
2009,Michael Ruffin,11,0.4,4,7,28.6,-25.9
2020,Devon Hall,11,0.4,4,12,16.7,-39
2012,Craig Brackins,14,0.4,6,5,60,6.6
2010,Sean Marks,14,0.4,6,5,60,4.6
2001,Terry Mills,14,0.4,6,5,60,8
2018,Furkan Korkmaz,14,0.4,6,6,50,-5.3
2015,Jordan Hamilton,14,0.4,6,7,42.9,-10.6
2014,Hamady Ndiaye,14,0.4,6,7,42.9,-11.2
2008,Eddie Gill,14,0.4,6,8,37.5,-17
2019,Alize Johnson,14,0.4,6,9,33.3,-22.2
2019,Jared Terrell,14,0.4,6,12,25,-30.6
2000,Mark Hendrickson,15,0.4,6,5,60,7
2022,Malik Fitts,15,0.4,6,8,37.5,-19.1
2002,Mike James,15,0.4,6,9,33.3,-19.3
1997,Tim Legler,15,0.4,6,9,33.3,-18.7
2021,Kostas Antetokounmpo,15,0.4,6,10,30,-26.1
2001,Tyrone Corbin,15,0.4,6,11,27.3,-24.7
2003,Dean Oliver,15,0.4,6,12,25,-27.5
2011,Hamady Ndiaye,16,0.4,6,3,100,45.5
2004,Matt Carroll,16,0.4,6,6,50,-2
2004,Chris Whitney,16,0.4,6,6,50,-2
2005,Robert Swift,16,0.4,6,7,42.9,-10.2
2007,Patrick O'Bryant,16,0.4,6,8,37.5,-17.3
1999,Rick Mahorn,16,0.4,6,9,33.3,-18.5
1999,Dwayne Schintzius,16,0.4,6,12,25,-26.9
2015,Earl Barron,16,0.4,6,16,18.8,-34.8
2016,Caron Butler,17,0.4,6,5,60,6
2021,Keljin Blevins,17,0.4,6,12,25,-31.1
2021,Nick Richards,18,0.4,8,8,50,-6.1
2005,Michael Curry,18,0.4,8,8,50,-3.1
2001,Mark Bryant,18,0.4,8,9,44.4,-7.6
2018,Zhou Qi,18,0.4,8,12,33.3,-22
1997,Carl Thomas,19,0.4,8,4,100,48
1999,Gerard King,19,0.4,8,6,66.7,14.8
2016,Joel Anthony,19,0.4,8,7,57.1,3.2
1999,Dan Schayes,19,0.4,8,9,44.4,-7.4
2019,Ben McLemore,19,0.4,8,11,36.4,-19.2
2011,Sherron Collins,20,0.4,8,8,50,-4.5
2021,Deividas Sirvydis,20,0.4,8,10,40,-16.1
2018,Bobby Brown,20,0.4,8,12,33.3,-22
2002,Donny Marshall,20,0.4,8,14,28.6,-24.1
2001,Jerome Kersey,22,0.4,8,9,44.4,-7.6
2013,Chauncey Billups,22,0.4,8,15,26.7,-27
1998,Steve Henson,23,0.4,10,7,71.4,18.1
1999,Marlon Garnett,24,0.4,10,13,38.5,-13.4
2019,Tyler Lydon,25,0.4,10,8,62.5,6.9
2007,Travis Diener,26,0.4,10,8,62.5,7.7
2001,Cory Alexander,26,0.4,10,13,38.5,-13.5
1998,Drew Barry,27,0.4,10,10,50,-3.3
2006,Rick Brunson,27,0.4,12,13,46.2,-7.7
2006,Devin Green,27,0.4,10,13,38.5,-15.4
2013,Ben Hansbrough,28,0.4,12,11,54.5,0.8
2011,Jarron Collins,28,0.4,10,12,41.7,-12.8
2018,Rashad Vaughn,28,0.4,12,13,46.2,-9.2
2007,Shammond Williams,30,0.4,12,11,54.5,-0.2
2008,Calvin Booth,31,0.4,12,10,60,5.5
2003,Tracy Murray,32,0.4,12,13,46.2,-6.3
2015,Martell Webster,32,0.4,14,20,35,-18.5
2002,Felton Spencer,32,0.4,12,24,25,-27.6
2012,Royal Ivey,34,0.4,12,13,46.2,-7.3
2003,Jannero Pargo,34,0.4,14,14,50,-2.5
1998,DeJuan Wheat,34,0.4,14,18,38.9,-14.4
2016,Pat Connaughton,34,0.4,14,20,35,-19
2018,Jake Layman,35,0.4,14,18,38.9,-16.4
2015,Reggie Bullock,36,0.4,14,13,53.8,0.3
2000,Haywoode Workman,36,0.4,14,18,38.9,-14.1
2004,Tremaine Fowlkes,36,0.4,16,21,38.1,-13.9
1998,Anthony Parker,37,0.4,14,15,46.7,-6.7
2000,Chuck Person,37,0.4,16,16,50,-3
2020,Carsen Edwards,37,0.4,14,30,23.3,-32.3
1998,Rex Walters,38,0.4,14,11,63.6,10.3
1997,Scott Brooks,38,0.4,16,14,57.1,5.1
2013,Jason Collins,38,0.4,14,21,33.3,-20.4
2006,Kevin Burleson,39,0.4,16,16,50,-3.9
2005,Bo Outlaw,39,0.4,16,18,44.4,-8.7
1997,Reggie Geary,39,0.4,14,20,35,-17
2006,Jim Jackson,40,0.4,16,21,38.1,-15.8
2020,Matt Thomas,41,0.4,16,19,42.1,-13.5
2006,Calbert Cheaney,42,0.4,18,25,36,-17.9
1998,Carl Thomas,43,0.4,18,19,47.4,-6
2016,Troy Daniels,43,0.4,16,23,34.8,-19.2
1998,Scott Brooks,43,0.4,18,26,34.6,-18.7
1999,Steve Kerr,44,0.4,18,23,39.1,-12.7
2005,Steve Blake,44,0.4,18,29,31,-22.1
2008,Robert Horry,45,0.4,18,26,34.6,-19.8
1999,Jerome Kersey,45,0.4,16,36,22.2,-29.6
2008,Brian Scalabrine,48,0.4,18,28,32.1,-22.3
2019,Jose Calderon,49,0.4,18,20,45,-10.6
2013,Daequan Cook,49,0.4,22,24,45.8,-7.9
2012,Jannero Pargo,50,0.4,22,26,42.3,-11.1
2019,Gary Clark,51,0.4,18,13,69.2,13.7
2018,Jason Terry,51,0.4,20,21,47.6,-7.7
2015,Joe Harris,51,0.4,22,22,50,-3.5
2010,Malik Allen,51,0.4,22,32,34.4,-21
2012,Roger Mason Jr.,52,0.4,22,23,47.8,-5.6
2013,Andris Biedrins,53,0.4,20,21,47.6,-6.1
