Season,Team,Opponent eFG%,Opponent TS%
1987-88,NYK,48.6,54.7
1986-87,NYK,49.7,54.6
1985-86,NYK,48.4,54.3
1984-85,NYK,49.9,55.9
1983-84,NYK,49.1,54.3
1982-83,NYK,47.8,52.7
1981-82,NYK,50.8,55.4
1980-81,NYK,50.4,54.4
1979-80,NYK,49.8,54.8
1978-79,NYK,48.3,53.2
1977-78,NYK,47.2,52.1
1976-77,NYK,47.0,51.6
1976-77,NYN,46.4,51.5
2021-22,OKC,53.3,56.3
2020-21,OKC,54.7,57.6
2019-20,OKC,51.8,55.2
2018-19,OKC,52.3,56.0
2017-18,OKC,52.5,56.0
2016-17,OKC,51.1,55.1
2015-16,OKC,48.4,52.4
2014-15,OKC,48.9,52.9
2013-14,OKC,48.8,52.8
2012-13,OKC,46.9,51.0
2011-12,OKC,46.5,50.8
2010-11,OKC,49.3,53.5
2009-10,OKC,48.3,52.8
2008-09,OKC,51.4,55.3
2021-22,ORL,53.2,56.7
2020-21,ORL,54.7,57.7
2019-20,ORL,53.5,56.6
2018-19,ORL,51.5,55.0
2017-18,ORL,52.5,55.9
2016-17,ORL,52.3,55.9
2015-16,ORL,51.3,55.1
2014-15,ORL,51.4,55.1
2013-14,ORL,50.4,54.4
2012-13,ORL,50.8,54.3
2011-12,ORL,48.8,52.6
2010-11,ORL,47.5,51.8
2009-10,ORL,47.7,51.8
2008-09,ORL,46.5,50.8
2007-08,ORL,48.4,52.6
2006-07,ORL,48.0,53.4
2005-06,ORL,49.0,53.7
2004-05,ORL,48.4,53.2
2003-04,ORL,50.2,54.0
2002-03,ORL,48.6,53.4
2001-02,ORL,48.6,52.6
2000-01,ORL,46.4,51.9
1999-00,ORL,47.6,51.9
1998-99,ORL,47.3,50.6
1997-98,ORL,47.8,51.6
1996-97,ORL,49.5,53.3
1995-96,ORL,49.1,53.2
1994-95,ORL,49.0,53.1
1993-94,ORL,47.9,52.0
1992-93,ORL,47.3,51.7
1991-92,ORL,50.2,54.8
1990-91,ORL,49.3,54.2
1989-90,ORL,51.1,55.4
2021-22,PHI,52.4,55.9
2020-21,PHI,52.1,55.7
2019-20,PHI,52.3,56.0
2018-19,PHI,51.2,55.0
2017-18,PHI,49.2,53.2
2016-17,PHI,51.2,55.5
2015-16,PHI,51.0,55.5
2014-15,PHI,49.7,53.9
2013-14,PHI,52.4,56.5
2012-13,PHI,49.5,53.4
2011-12,PHI,46.0,50.0
2010-11,PHI,48.7,53.2
2009-10,PHI,51.8,56.0
2008-09,PHI,50.7,54.8
2007-08,PHI,50.4,54.3
2006-07,PHI,50.1,54.1
2005-06,PHI,50.0,54.5
2004-05,PHI,48.5,53.7
2003-04,PHI,46.7,51.2
2002-03,PHI,48.8,53.4
2001-02,PHI,46.0,50.3
2000-01,PHI,46.0,49.9
1999-00,PHI,46.6,51.2
1998-99,PHI,45.4,50.3
1997-98,PHI,48.1,52.8
1996-97,PHI,51.0,54.8
1995-96,PHI,52.2,55.8
1994-95,PHI,50.0,54.4
1993-94,PHI,50.2,53.4
1992-93,PHI,50.4,53.9
1991-92,PHI,49.6,53.4
1990-91,PHI,48.9,52.6
1989-90,PHI,49.5,53.8
1988-89,PHI,51.3,55.3
1987-88,PHI,50.6,54.8
1986-87,PHI,49.9,53.9
1985-86,PHI,49.9,53.8
1984-85,PHI,49.4,54.3
1983-84,PHI,48.4,52.9
1982-83,PHI,46.4,50.6
1981-82,PHI,48.0,52.9
1980-81,PHI,45.4,50.5
1979-80,PHI,46.0,50.6
1978-79,PHI,46.4,51.0
1977-78,PHI,46.1,50.7
1976-77,PHI,45.1,49.3
2021-22,PHO,51.0,54.6
2020-21,PHO,53.4,56.8
2019-20,PHO,53.9,57.8
2018-19,PHO,54.5,58.2
2017-18,PHO,53.3,56.9
2016-17,PHO,52.5,57.2
2015-16,PHO,52.3,56.3
2014-15,PHO,49.7,53.9
2013-14,PHO,49.6,54.1
2012-13,PHO,51.2,54.9
2011-12,PHO,49.1,53.0
2010-11,PHO,51.3,55.1
2009-10,PHO,49.1,53.3
2008-09,PHO,51.1,55.4
2007-08,PHO,48.8,52.4
2006-07,PHO,49.2,53.2
2005-06,PHO,49.0,52.7
2004-05,PHO,47.8,51.2
2003-04,PHO,48.2,52.9
2002-03,PHO,47.0,51.6
2001-02,PHO,47.6,52.0
2000-01,PHO,46.0,51.2
1999-00,PHO,45.4,50.3
1998-99,PHO,48.5,52.1
1997-98,PHO,47.1,51.5
1996-97,PHO,50.7,54.5
1995-96,PHO,51.1,55.0
1994-95,PHO,51.5,55.4
1993-94,PHO,49.3,52.9
1992-93,PHO,49.6,53.2
1991-92,PHO,47.1,51.5
1990-91,PHO,47.4,51.9
1989-90,PHO,47.8,51.8
1988-89,PHO,47.6,52.0
1987-88,PHO,50.7,55.5
1986-87,PHO,50.2,55.0
1985-86,PHO,49.5,54.6
1984-85,PHO,49.8,54.3
1983-84,PHO,50.1,55.2
1982-83,PHO,45.8,50.6
1981-82,PHO,47.0,51.6
1980-81,PHO,47.1,51.8
1979-80,PHO,48.3,52.4
1978-79,PHO,49.5,53.5
1977-78,PHO,46.9,51.5
1976-77,PHO,46.2,51.4
2021-22,POR,55.9,59.5
2020-21,POR,54.6,58.2
2019-20,POR,53.0,56.6
2018-19,POR,51.6,55.2
2017-18,POR,50.3,53.9
2016-17,POR,50.8,55.4
2015-16,POR,50.3,54.3
2014-15,POR,47.6,51.3
2013-14,POR,48.8,52.6
2012-13,POR,51.2,54.7
2011-12,POR,50.4,54.0
2010-11,POR,51.0,55.2
2009-10,POR,50.2,54.2
2008-09,POR,49.9,54.4
2007-08,POR,49.1,53.2
2006-07,POR,50.8,55.7
2005-06,POR,50.7,54.9
2004-05,POR,47.9,51.9
2003-04,POR,48.2,51.8
2002-03,POR,48.3,52.2
2001-02,POR,48.9,52.7
2000-01,POR,47.0,51.3
1999-00,POR,46.1,50.2
1998-99,POR,44.5,49.2
1997-98,POR,46.0,50.7
1996-97,POR,47.1,52.2
1995-96,POR,47.8,52.2
1994-95,POR,49.1,54.2
1993-94,POR,49.0,53.4
1992-93,POR,48.8,53.3
1991-92,POR,47.1,52.1
1990-91,POR,47.3,52.3
1989-90,POR,47.9,53.1
1988-89,POR,50.1,55.1
1987-88,POR,48.5,53.8
1986-87,POR,49.3,54.3
1985-86,POR,50.7,55.6
1984-85,POR,49.7,54.1
1983-84,POR,51.8,56.3
1982-83,POR,49.0,53.2
1981-82,POR,50.2,54.4
1980-81,POR,49.0,53.6
1979-80,POR,48.2,52.9
1978-79,POR,48.8,53.8
1977-78,POR,44.9,50.0
1976-77,POR,46.0,51.1
2021-22,SAC,55.1,58.1
2020-21,SAC,55.7,59.1
2019-20,SAC,54.3,58.3
2018-19,SAC,53.3,56.9
2017-18,SAC,54.2,57.6
2016-17,SAC,52.8,56.8
2015-16,SAC,52.1,55.7
2014-15,SAC,50.7,54.3
2013-14,SAC,51.2,55.2
2012-13,SAC,51.7,56.0
2011-12,SAC,51.5,55.1
2010-11,SAC,51.3,55.5
2009-10,SAC,50.5,55.0
2008-09,SAC,52.6,57.1
2007-08,SAC,51.0,55.5
2006-07,SAC,51.3,55.6
2005-06,SAC,48.8,52.8
2004-05,SAC,49.3,53.2
2003-04,SAC,48.3,52.1
2002-03,SAC,44.6,48.9
2001-02,SAC,46.7,50.4
2000-01,SAC,46.0,49.8
1999-00,SAC,47.9,51.8
1998-99,SAC,47.1,50.4
1997-98,SAC,48.2,52.6
1996-97,SAC,49.5,54.2
1995-96,SAC,49.8,55.1
1994-95,SAC,48.1,53.3
1993-94,SAC,49.9,54.1
1992-93,SAC,50.2,55.4
1991-92,SAC,49.3,53.6
1990-91,SAC,48.1,53.9
1989-90,SAC,48.4,53.5
1988-89,SAC,49.6,54.0
1987-88,SAC,50.6,54.9
1986-87,SAC,49.8,54.6
1985-86,SAC,49.9,54.8
2021-22,SAS,53.2,56.3
2020-21,SAS,54.1,57.0
2019-20,SAS,54.2,57.6
2018-19,SAS,52.8,55.8
2017-18,SAS,50.7,53.9
2016-17,SAS,49.2,53.0
2015-16,SAS,47.7,51.3
2014-15,SAS,48.4,52.1
2013-14,SAS,48.2,51.9
2012-13,SAS,48.0,51.6
2011-12,SAS,48.9,52.2
2010-11,SAS,49.1,52.8
2009-10,SAS,48.3,52.5
2008-09,SAS,48.7,52.5
2007-08,SAS,47.7,51.7
2006-07,SAS,47.1,51.1
2005-06,SAS,45.7,50.1
2004-05,SAS,45.2,50.2
2003-04,SAS,43.3,48.0
2002-03,SAS,45.3,49.6
2001-02,SAS,45.3,49.5
2000-01,SAS,44.4,48.3
1999-00,SAS,45.1,49.1
1998-99,SAS,42.3,46.4
1997-98,SAS,43.7,48.3
1996-97,SAS,51.4,55.4
1995-96,SAS,47.2,51.3
1994-95,SAS,48.5,52.3
1993-94,SAS,46.7,50.4
1992-93,SAS,47.7,52.2
1991-92,SAS,46.9,51.5
1990-91,SAS,46.3,51.0
1989-90,SAS,47.7,52.4
1988-89,SAS,50.0,55.4
1987-88,SAS,51.2,55.6
1986-87,SAS,51.4,55.7
1985-86,SAS,49.9,54.8
1984-85,SAS,50.1,55.1
1983-84,SAS,50.8,55.0
1982-83,SAS,48.9,53.3
1981-82,SAS,48.7,53.5
1980-81,SAS,47.5,52.0
1979-80,SAS,50.6,54.5
1978-79,SAS,47.7,52.0
1977-78,SAS,47.2,50.9
1976-77,SAS,48.7,52.2
1983-84,SDC,51.3,55.7
1982-83,SDC,53.1,57.6
1981-82,SDC,52.9,57.5
1980-81,SDC,50.7,55.3
1979-80,SDC,50.3,54.4
1978-79,SDC,49.1,53.5
2007-08,SEA,50.3,54.2
2006-07,SEA,51.5,55.8
2005-06,SEA,52.7,57.1
2004-05,SEA,49.6,54.2
2003-04,SEA,48.7,53.3
2002-03,SEA,48.4,52.4
2001-02,SEA,48.5,52.4
2000-01,SEA,48.8,52.6
1999-00,SEA,48.3,52.0
1998-99,SEA,48.9,52.7
1997-98,SEA,47.8,51.9
1996-97,SEA,49.0,53.4
1995-96,SEA,47.9,52.4
1994-95,SEA,49.2,54.1
1993-94,SEA,47.9,52.9
1992-93,SEA,48.9,53.8
1991-92,SEA,49.1,54.0
1990-91,SEA,50.3,55.3
1989-90,SEA,49.9,55.5
1988-89,SEA,49.8,54.9
1987-88,SEA,49.5,55.2
1986-87,SEA,48.6,54.2
1985-86,SEA,49.2,54.5
1984-85,SEA,49.8,54.4
1983-84,SEA,49.2,53.5
1982-83,SEA,46.4,50.5
1981-82,SEA,46.4,50.5
1980-81,SEA,46.8,51.3
1979-80,SEA,46.3,50.9
1978-79,SEA,46.3,50.5
1977-78,SEA,45.9,50.5
1976-77,SEA,46.2,51.3
2021-22,TOR,53.5,57.1
2020-21,TOR,54.3,58.4
2019-20,TOR,50.2,54.1
2018-19,TOR,50.9,54.5
2017-18,TOR,50.1,54.1
2016-17,TOR,50.7,55.0
2015-16,TOR,49.8,53.5
2014-15,TOR,50.6,54.2
2013-14,TOR,49.3,53.7
2012-13,TOR,50.0,54.4
2011-12,TOR,47.5,52.4
2010-11,TOR,52.2,56.6
2009-10,TOR,51.3,55.9
2008-09,TOR,51.1,54.9
2007-08,TOR,50.5,54.4
2006-07,TOR,50.3,54.3
2005-06,TOR,53.0,57.3
2004-05,TOR,49.9,54.2
2003-04,TOR,44.9,49.9
2002-03,TOR,48.9,53.2
2001-02,TOR,47.1,51.8
2000-01,TOR,47.6,51.8
1999-00,TOR,48.0,52.8
1998-99,TOR,47.3,52.0
1997-98,TOR,50.8,54.5
1996-97,TOR,50.4,54.7
1995-96,TOR,51.4,56.0
2021-22,UTA,52.1,55.0
2020-21,UTA,50.7,53.7
2019-20,UTA,51.8,55.2
2018-19,UTA,50.7,54.2
2017-18,UTA,50.6,54.3
2016-17,UTA,49.3,53.1
2015-16,UTA,49.5,53.4
2014-15,UTA,49.1,52.9
2013-14,UTA,51.8,55.9
2012-13,UTA,50.1,54.3
2011-12,UTA,49.3,53.8
2010-11,UTA,50.5,55.6
2009-10,UTA,49.2,54.2
2008-09,UTA,50.5,55.2
2007-08,UTA,50.1,55.3
2006-07,UTA,49.6,55.3
2005-06,UTA,49.0,54.4
2004-05,UTA,49.9,55.9
2003-04,UTA,46.8,53.0
2002-03,UTA,46.8,51.9
2001-02,UTA,48.4,53.9
2000-01,UTA,47.3,53.1
1999-00,UTA,47.7,52.5
1998-99,UTA,44.1,48.9
1997-98,UTA,47.1,52.4
1996-97,UTA,48.0,53.4
1995-96,UTA,48.9,54.3
1994-95,UTA,49.6,54.7
1993-94,UTA,46.9,51.9
1992-93,UTA,48.7,53.3
1991-92,UTA,47.5,51.7
1990-91,UTA,47.3,52.0
1989-90,UTA,46.8,52.1
1988-89,UTA,44.7,49.9
1987-88,UTA,45.9,51.3
1986-87,UTA,46.6,52.0
1985-86,UTA,47.7,52.8
1984-85,UTA,46.9,51.7
1983-84,UTA,47.9,52.2
1982-83,UTA,48.1,51.9
1981-82,UTA,51.3,55.5
1980-81,UTA,49.2,54.2
1979-80,UTA,50.0,54.5
2000-01,VAN,49.1,52.7
1999-00,VAN,50.2,54.5
1998-99,VAN,49.2,53.8
1997-98,VAN,50.7,54.8
1996-97,VAN,51.0,54.8
1995-96,VAN,51.0,55.1
2021-22,WAS,52.9,56.8
2020-21,WAS,53.9,57.6
2019-20,WAS,55.8,59.6
2018-19,WAS,54.6,58.1
2017-18,WAS,52.2,56.0
2016-17,WAS,52.4,56.1
2015-16,WAS,51.5,55.5
2014-15,WAS,48.1,52.1
2013-14,WAS,50.4,54.5
2012-13,WAS,48.3,52.2
2011-12,WAS,49.2,53.6
2010-11,WAS,51.2,55.7
2009-10,WAS,50.2,54.6
2008-09,WAS,53.3,57.1
2007-08,WAS,51.3,55.2
2006-07,WAS,51.7,56.2
2005-06,WAS,50.4,54.9
2004-05,WAS,49.8,54.1
2003-04,WAS,48.6,52.8
2002-03,WAS,47.7,52.0
2001-02,WAS,48.4,52.6
2000-01,WAS,50.3,54.5
1999-00,WAS,48.9,53.8
1998-99,WAS,47.4,52.5
1997-98,WAS,48.1,52.8
1996-97,WSB,49.1,53.3
1995-96,WSB,48.9,54.1
1994-95,WSB,51.2,55.9
1993-94,WSB,52.6,55.9
1992-93,WSB,51.0,54.8
1991-92,WSB,49.3,53.7
1990-91,WSB,47.8,52.6
1989-90,WSB,48.4,53.3
1988-89,WSB,49.3,54.3
1987-88,WSB,48.7,53.0
1986-87,WSB,48.0,52.3
1985-86,WSB,47.2,51.6
1984-85,WSB,49.1,53.3
1983-84,WSB,49.2,53.7
1982-83,WSB,47.1,51.2
1981-82,WSB,46.8,51.2
1980-81,WSB,47.2,51.3
1979-80,WSB,46.9,51.4
1978-79,WSB,47.5,51.0
1977-78,WSB,46.7,50.4
1976-77,WSB,45.8,49.8
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
,,#DIV/0!,#DIV/0!
